source,target,weight,severity,shared_drugs
Aminosalicylate,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,sulfasalazine
Cardiac Glycoside,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,digoxin
General Anesthetic,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,ultane
Folate Analog Metabolic Inhibitor,Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,1,CONTRAINDICATED,methotrexate
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Partial Opioid Agonist,1,CONTRAINDICATED,buprenorphine
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Protease Inhibitor,1,CONTRAINDICATED,darunavir
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Topoisomerase Inhibitor,1,CONTRAINDICATED,topotecan
Dopamine-2 Receptor Antagonist,Serotonin-3 Receptor Antagonist,1,MODERATE,ondansetron
Aromatic Amino Acid Decarboxylation Inhibitor,Dopamine-2 Receptor Antagonist,1,MODERATE,levodopa
Azole Antifungal,Opioid Antagonist,1,MAJOR,ketoconazole
Anti-Epileptic Agent,Opioid Antagonist,1,MAJOR,phenytoin
Alpha-Adrenergic Agonist,Opioid Antagonist,1,MAJOR,epinephrine
Mood Stabilizer,Opioid Antagonist,1,MAJOR,carbamazepine
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Opioid Antagonist,1,MAJOR,retrovir
Opioid Antagonist,Oxazolidinone Antibacterial,1,MAJOR,linezolid
Macrolide,Opioid Antagonist,1,MAJOR,erythromycin
Cytochrome P450 3A Inhibitor,Opioid Antagonist,1,MAJOR,ritonavir
Opioid Antagonist,Rifamycin Antibacterial,1,MAJOR,rifampin
Anthrax Protective Antigen-Directed Antibody,Fluoroquinolone Antibacterial,1,UNKNOWN,ciprofloxacin
Anthrax Protective Antigen-Directed Antibody,Quinolone Antimicrobial,1,UNKNOWN,ofloxacin
Anti-Epileptic Agent,Calcitonin Gene-Related Peptide Receptor Antagonist,1,MODERATE,phenytoin
Alpha-Adrenergic Blocker,Calcitonin Gene-Related Peptide Receptor Antagonist,1,MODERATE,carvedilol
Calcitonin Gene-Related Peptide Receptor Antagonist,Fluoroquinolone Antibacterial,1,MODERATE,ciprofloxacin
Calcitonin Gene-Related Peptide Receptor Antagonist,Quinolone Antimicrobial,1,MODERATE,ofloxacin
Calcitonin Gene-Related Peptide Receptor Antagonist,Macrolide Antimicrobial,1,MODERATE,clarithromycin
Calcineurin Inhibitor Immunosuppressant,Calcitonin Gene-Related Peptide Receptor Antagonist,1,MODERATE,cyclosporine
Calcitonin Gene-Related Peptide Receptor Antagonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Muscle Relaxant,Photoenhancer,1,UNKNOWN,soma
Osmotic Diuretic,Photoenhancer,1,UNKNOWN,mannitol
Photoenhancer,Tubulin Inhibiting Agent,1,UNKNOWN,griseofulvin
Estrogen,Gonadotropin Releasing Hormone Receptor Antagonist,1,UNKNOWN,estradiol
Gonadotropin Releasing Hormone Receptor Antagonist,Progestin,1,UNKNOWN,norethindrone
Anti-Epileptic Agent,Growth Hormone Secretagogue Receptor Agonist,1,MODERATE,phenytoin
Growth Hormone Secretagogue Receptor Agonist,Muscle Relaxant,1,MODERATE,soma
Growth Hormone Secretagogue Receptor Agonist,Mood Stabilizer,1,MODERATE,carbamazepine
Aromatic Amino Acid Decarboxylation Inhibitor,Growth Hormone Secretagogue Receptor Agonist,1,MODERATE,levodopa
Growth Hormone Secretagogue Receptor Agonist,Thyroid Hormone Synthesis Inhibitor,1,MODERATE,propylthiouracil
Growth Hormone Secretagogue Receptor Agonist,Sympathomimetic-Like Agent,1,MODERATE,modafinil
Central Alpha-2 Adrenergic Agonist,Growth Hormone Secretagogue Receptor Agonist,1,MODERATE,clonidine
Growth Hormone Secretagogue Receptor Agonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Antimetabolite Immunosuppressant,Nitroimidazole Antimicrobial,1,MODERATE,metronidazole
Antimetabolite Immunosuppressant,Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,1,MODERATE,acyclovir
Antimetabolite Immunosuppressant,Fluoroquinolone Antibacterial,1,MODERATE,ciprofloxacin
Antimetabolite Immunosuppressant,Quinolone Antimicrobial,1,MODERATE,ofloxacin
Antimetabolite Immunosuppressant,General Anesthetic,1,MODERATE,ultane
Antimetabolite Immunosuppressant,Bile Acid Sequestrant,1,MODERATE,cholestyramine
Antimetabolite Immunosuppressant,Purine Antimetabolite,1,MODERATE,azathioprine
Antimetabolite Immunosuppressant,Rifamycin Antibacterial,1,MODERATE,rifampin
Antimetabolite Immunosuppressant,Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,1,MODERATE,valganciclovir
Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,Loop Diuretic,1,CONTRAINDICATED,furosemide
Histamine-2 Receptor Antagonist,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,1,CONTRAINDICATED,famotidine
Aminosalicylate,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,1,CONTRAINDICATED,sulfasalazine
Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,P2Y12 Platelet Inhibitor,1,CONTRAINDICATED,clopidogrel
Dipeptidyl Peptidase 4 Inhibitor,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,1,CONTRAINDICATED,sitagliptin
Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,Pyrimidine Synthesis Inhibitor,1,CONTRAINDICATED,teriflunomide
Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Benzodiazepine,Intestinal Lipase Inhibitor,1,MODERATE,onfi
Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,Intestinal Lipase Inhibitor,1,MODERATE,efavirenz
General Anesthetic,Intestinal Lipase Inhibitor,1,MODERATE,ultane
Intestinal Lipase Inhibitor,Provitamin D2 Compound,1,MODERATE,vitamin d
Cytochrome P450 3A Inhibitor,Intestinal Lipase Inhibitor,1,MODERATE,ritonavir
Influenza A M2 Protein Inhibitor,Proton Pump Inhibitor,1,MAJOR,sodium bicarbonate
Adenosine Triphosphate-Citrate Lyase Inhibitor,Muscle Relaxant,1,MAJOR,usp
Adenosine Triphosphate-Citrate Lyase Inhibitor,Hmg-Coa Reductase Inhibitor,1,MAJOR,simvastatin
Adenosine Triphosphate-Citrate Lyase Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,1,MAJOR,fenofibrate
Adenosine Triphosphate-Citrate Lyase Inhibitor,Dietary Cholesterol Absorption Inhibitor,1,MAJOR,ezetimibe
Adenosine Triphosphate-Citrate Lyase Inhibitor,Calcineurin Inhibitor Immunosuppressant,1,MAJOR,cyclosporine
Adrenal Steroid Synthesis Inhibitor,Central Nervous System Stimulant,1,UNKNOWN,acetaminophen
Mood Stabilizer,Neuroactive Steroid Gamma-Aminobutyric Acid A Receptor Positive Modulator,1,MODERATE,carbamazepine
Estrogen,Nonergot Dopamine Agonist,1,MAJOR,estrogens
Nonergot Dopamine Agonist,Quinolone Antimicrobial,1,MAJOR,ofloxacin
Osmotic Laxative,Plasma Volume Expander,1,MODERATE,sodium chloride
Anti-Epileptic Agent,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,phenytoin
Mood Stabilizer,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,carbamazepine
Cytochrome P450 3A Inhibitor,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,ritonavir
Phosphodiesterase 4 Inhibitor,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,roflumilast
Methylxanthine,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,theophylline
Platelet Aggregation Inhibitor,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,dipyridamole
Phosphodiesterase 3 Inhibitor,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,cilostazol
Rifamycin Antibacterial,Soluble Guanylate Cyclase Stimulator,1,CONTRAINDICATED,rifampin
Nonsteroidal Anti-Inflammatory Drug,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,aspirin
Benzodiazepine,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,onfi
Atypical Antipsychotic,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,aripiprazole
Muscle Relaxant,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,usp
Beta-Adrenergic Blocker,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,nebivolol
Oxazolidinone Antibacterial,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,linezolid
Phenothiazine,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,perphenazine
Central Nervous System Stimulant,Serotonin And Norepinephrine Reuptake Inhibitor,1,CONTRAINDICATED,amphetamine
Beta2-Adrenergic Agonist,Corticosteroid,1,MAJOR,budesonide
Beta2-Adrenergic Agonist,Macrolide Antimicrobial,1,MAJOR,clarithromycin
Beta2-Adrenergic Agonist,Cytochrome P450 3A Inhibitor,1,MAJOR,ritonavir
Benzodiazepine,Monoamine Oxidase Inhibitor,1,CONTRAINDICATED,alprazolam
Azole Antifungal,Monoamine Oxidase Inhibitor,1,CONTRAINDICATED,ketoconazole
Monoamine Oxidase Inhibitor,Muscle Relaxant,1,CONTRAINDICATED,usp
Monoamine Oxidase Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Monoamine Oxidase Inhibitor,Progestin,1,CONTRAINDICATED,errin
Central Nervous System Stimulant,Monoamine Oxidase Inhibitor,1,CONTRAINDICATED,amphetamine
Aldehyde Dehydrogenase Inhibitor,Monoamine Oxidase Inhibitor,1,CONTRAINDICATED,disulfiram
Muscle Relaxant,Partial Opioid Agonist/Antagonist,1,MAJOR,usp
Alpha-Adrenergic Agonist,Partial Opioid Agonist/Antagonist,1,MAJOR,epinephrine
Oxazolidinone Antibacterial,Partial Opioid Agonist/Antagonist,1,MAJOR,linezolid
Partial Opioid Agonist,Partial Opioid Agonist/Antagonist,1,MAJOR,buprenorphine
Histamine-2 Receptor Antagonist,Tricyclic Antidepressant,1,MODERATE,cimetidine
Estrogen,Tissue-Nonspecific Alkaline Phosphatase,1,UNKNOWN,conjugated
Leptin Analog,Methylxanthine,1,UNKNOWN,theophylline
Calcineurin Inhibitor Immunosuppressant,Leptin Analog,1,UNKNOWN,cyclosporine
Androgen,Interferon Alpha,1,MAJOR,1%
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Interferon Alpha,1,MAJOR,zidovudine
Interferon Alpha,Methylxanthine,1,MAJOR,theophylline
Androgen,Interleukin-2 Receptor Blocking Antibody,1,MODERATE,1%
Interleukin-2 Receptor Blocking Antibody,Muscle Relaxant,1,MODERATE,usp
Interleukin-2 Receptor Blocking Antibody,Purine Antimetabolite,1,MODERATE,azathioprine
Calcineurin Inhibitor Immunosuppressant,Interleukin-2 Receptor Blocking Antibody,1,MODERATE,cyclosporine
Calcineurin Inhibitor Immunosuppressant,Interleukin-17 Receptor A Antagonist,1,UNKNOWN,cyclosporine
Folate Analog Metabolic Inhibitor,Interleukin-1 Receptor Antagonist,1,MAJOR,methotrexate
Interferon Gamma,Muscle Relaxant,1,MODERATE,soma
General Anesthetic,Interferon Gamma,1,MODERATE,ultane
Hmg-Coa Reductase Inhibitor,Interleukin-6 Antagonist,1,MODERATE,lovastatin
Interleukin-6 Antagonist,Methylxanthine,1,MODERATE,theophylline
Calcineurin Inhibitor Immunosuppressant,Interleukin-6 Antagonist,1,MODERATE,cyclosporine
Asparagine-Specific Enzyme,Corticosteroid,1,UNKNOWN,dexamethasone
Hepatitis C Virus Ns3/4A Protease Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Estrogen,Hepatitis C Virus Ns3/4A Protease Inhibitor,1,CONTRAINDICATED,estradiol
Dihydropyridine Calcium Channel Blocker,Hepatitis C Virus Ns3/4A Protease Inhibitor,1,CONTRAINDICATED,felodipine
Hepatitis C Virus Ns3/4A Protease Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Barbiturate,Hepatitis C Virus Ns3/4A Protease Inhibitor,1,CONTRAINDICATED,caffeine
Hepatitis C Virus Ns3/4A Protease Inhibitor,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,1,CONTRAINDICATED,efavirenz
Cardiac Glycoside,Hepatitis C Virus Ns3/4A Protease Inhibitor,1,CONTRAINDICATED,digoxin
Cytochrome P450 3A Inhibitor,Hepatitis C Virus Ns3/4A Protease Inhibitor,1,CONTRAINDICATED,ritonavir
Hepatitis C Virus Ns3/4A Protease Inhibitor,Progestin,1,CONTRAINDICATED,norethindrone
Hepatitis C Virus Ns3/4A Protease Inhibitor,Partial Opioid Agonist,1,CONTRAINDICATED,buprenorphine
Hepatitis C Virus Ns3/4A Protease Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Hepatitis C Virus Ns3/4A Protease Inhibitor,Protease Inhibitor,1,CONTRAINDICATED,darunavir
Folate Analog Metabolic Inhibitor,Uric Acid-Specific Enzyme,1,UNKNOWN,methotrexate
Estrogen Agonist/Antagonist,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,ibu
Estrogen,Estrogen Agonist/Antagonist,1,CONTRAINDICATED,estrogens
Estrogen Agonist/Antagonist,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Antimycobacterial,Live Attenuated Bacillus Calmette-Guerin Vaccine,1,UNKNOWN,isoniazid
Cholinergic Muscarinic Agonist,Nonsteroidal Anti-Inflammatory Drug,1,UNKNOWN,ibu
Cholinergic Muscarinic Antagonist,Macrolide Antimicrobial,1,UNKNOWN,clarithromycin
Cholinergic Muscarinic Antagonist,Macrolide,1,UNKNOWN,erythromycin
Anti-Epileptic Agent,Cytomegalovirus Pul97 Kinase Inhibitor,1,MAJOR,phenytoin
Cytomegalovirus Pul97 Kinase Inhibitor,Hmg-Coa Reductase Inhibitor,1,MAJOR,rosuvastatin
Cytomegalovirus Pul97 Kinase Inhibitor,Kinase Inhibitor,1,MAJOR,everolimus
Cytomegalovirus Pul97 Kinase Inhibitor,Mood Stabilizer,1,MAJOR,carbamazepine
Barbiturate,Cytomegalovirus Pul97 Kinase Inhibitor,1,MAJOR,caffeine
Cardiac Glycoside,Cytomegalovirus Pul97 Kinase Inhibitor,1,MAJOR,digoxin
Cytomegalovirus Pul97 Kinase Inhibitor,Mtor Inhibitor Immunosuppressant,1,MAJOR,sirolimus
Cytomegalovirus Pul97 Kinase Inhibitor,Rifamycin Antibacterial,1,MAJOR,rifampin
Cytomegalovirus Pul97 Kinase Inhibitor,Rifamycin Antimycobacterial,1,MAJOR,rifabutin
Cytomegalovirus Nucleoside Analog Dna Polymerase Inhibitor,Cytomegalovirus Pul97 Kinase Inhibitor,1,MAJOR,valganciclovir
Cortisol Synthesis Inhibitor,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,ibu
Benzodiazepine,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,triazolam
Azole Antifungal,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,ketoconazole
Anti-Epileptic Agent,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,phenytoin
Cortisol Synthesis Inhibitor,Muscle Relaxant,1,CONTRAINDICATED,usp
Cortisol Synthesis Inhibitor,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,avanafil
Cortisol Synthesis Inhibitor,Dihydropyridine Calcium Channel Blocker,1,CONTRAINDICATED,nisoldipine
Cortisol Synthesis Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Aluminum Complex,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,sucralfate
Cardiac Glycoside,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,digoxin
Cortisol Synthesis Inhibitor,Macrolide Antimicrobial,1,CONTRAINDICATED,clarithromycin
Anti-Anginal,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,ranolazine
Cortisol Synthesis Inhibitor,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,sirolimus
Antimycobacterial,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,isoniazid
Cortisol Synthesis Inhibitor,Cytochrome P450 3A Inhibitor,1,CONTRAINDICATED,ritonavir
Calcineurin Inhibitor Immunosuppressant,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,tacrolimus
Antiarrhythmic,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,dofetilide
Cortisol Synthesis Inhibitor,Progesterone,1,CONTRAINDICATED,progesterone
Cortisol Synthesis Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Cortisol Synthesis Inhibitor,Protease Inhibitor,1,CONTRAINDICATED,darunavir
Cortisol Synthesis Inhibitor,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Cortisol Synthesis Inhibitor,Progestin Antagonist,1,CONTRAINDICATED,mifepristone
Aldehyde Dehydrogenase Inhibitor,Cortisol Synthesis Inhibitor,1,CONTRAINDICATED,disulfiram
Complement Factor D Inhibitor,Hmg-Coa Reductase Inhibitor,1,MAJOR,rosuvastatin
Carboxypeptidase,Folate Analog Metabolic Inhibitor,1,MODERATE,methotrexate
Cardiac Myosin Inhibitor,Estrogen,1,CONTRAINDICATED,estradiol
Anti-Anginal,Cardiac Myosin Inhibitor,1,CONTRAINDICATED,ranolazine
Cardiac Myosin Inhibitor,Progestin,1,CONTRAINDICATED,norethindrone
Muscle Relaxant,Phenylalanine Metabolizing Enzyme,1,MAJOR,usp
Osmotic Laxative,Phenylalanine Metabolizing Enzyme,1,MAJOR,peg 3350
Phenylalanine Metabolizing Enzyme,Progesterone,1,MAJOR,progesterone
Angiotensin 2 Receptor Blocker,Phosphate Binder,1,UNKNOWN,hydrochlorothiazide
Phosphate Binder,Proton Pump Inhibitor,1,UNKNOWN,omeprazole
Loop Diuretic,Phosphate Binder,1,UNKNOWN,furosemide
Dihydropyridine Calcium Channel Blocker,Phosphate Binder,1,UNKNOWN,nifedipine
Fluoroquinolone Antibacterial,Phosphate Binder,1,UNKNOWN,ciprofloxacin
Phosphate Binder,Quinolone Antimicrobial,1,UNKNOWN,ofloxacin
Cardiac Glycoside,Phosphate Binder,1,UNKNOWN,digoxin
Phosphate Binder,Tetracycline-Class Drug,1,UNKNOWN,doxycycline
Phosphate Binder,Vitamin D3 Analog,1,UNKNOWN,calcitriol
Nonsteroidal Anti-Inflammatory Drug,Orthopoxvirus Vp37 Envelope Wrapping Protein Inhibitor,1,MODERATE,flurbiprofen
Orthopoxvirus Vp37 Envelope Wrapping Protein Inhibitor,Proton Pump Inhibitor,1,MODERATE,omeprazole
Glinide,Orthopoxvirus Vp37 Envelope Wrapping Protein Inhibitor,1,MODERATE,repaglinide
Intestinal Lipase Inhibitor,Medium-Chain Triglyceride,1,UNKNOWN,orlistat
Cardiac Glycoside,Farnesyltransferase Inhibitor,1,CONTRAINDICATED,digoxin
Estrogen,Peroxisome Proliferator-Activated Receptor Agonist,1,MODERATE,estradiol
Bile Acid Sequestrant,Peroxisome Proliferator-Activated Receptor Agonist,1,MODERATE,questran
Peroxisome Proliferator-Activated Receptor Agonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Azole Antifungal,Complement 5A Receptor Antagonist,1,MODERATE,itraconazole
Complement 5A Receptor Antagonist,Hmg-Coa Reductase Inhibitor,1,MODERATE,simvastatin
Complement 5A Receptor Antagonist,Rifamycin Antibacterial,1,MODERATE,rifampin
Anti-Epileptic Agent,Cytomegalovirus Dna Terminase Complex Inhibitor,1,CONTRAINDICATED,phenytoin
Cytomegalovirus Dna Terminase Complex Inhibitor,Sulfonylurea,1,CONTRAINDICATED,glyburide
Cytomegalovirus Dna Terminase Complex Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Cytomegalovirus Dna Terminase Complex Inhibitor,Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,1,CONTRAINDICATED,acyclovir
Cytomegalovirus Dna Terminase Complex Inhibitor,Estrogen,1,CONTRAINDICATED,estradiol
Cytomegalovirus Dna Terminase Complex Inhibitor,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Cardiac Glycoside,Cytomegalovirus Dna Terminase Complex Inhibitor,1,CONTRAINDICATED,digoxin
Cytomegalovirus Dna Terminase Complex Inhibitor,Sympathomimetic-Like Agent,1,CONTRAINDICATED,modafinil
Cytomegalovirus Dna Terminase Complex Inhibitor,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,sirolimus
Cytomegalovirus Dna Terminase Complex Inhibitor,Glinide,1,CONTRAINDICATED,repaglinide
Cytomegalovirus Dna Terminase Complex Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Cytomegalovirus Dna Terminase Complex Inhibitor,Rifamycin Antimycobacterial,1,CONTRAINDICATED,rifabutin
Cytomegalovirus Dna Terminase Complex Inhibitor,Opioid Agonist,1,CONTRAINDICATED,fentanyl
Cytomegalovirus Dna Terminase Complex Inhibitor,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Calcineurin Inhibitor Immunosuppressant,Selective T Cell Costimulation Blocker,1,MODERATE,cyclosporine
Antimetabolite Immunosuppressant,Selective T Cell Costimulation Blocker,1,MODERATE,mycophenolic acid
Azole Antifungal,Cd30-Directed Immunoconjugate,1,UNKNOWN,ketoconazole
Estrogen,Sodium Channel Blocker,1,CONTRAINDICATED,estradiol
Progestin,Sodium Channel Blocker,1,CONTRAINDICATED,norethindrone
Nonsteroidal Anti-Inflammatory Drug,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,aspirin
Azole Antifungal,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,ketoconazole
Anti-Epileptic Agent,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,phenytoin
Muscle Relaxant,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,usp
Mood Stabilizer,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,carbamazepine
Macrolide,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,erythromycin
Calcineurin Inhibitor Immunosuppressant,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,tacrolimus
Central Nervous System Stimulant,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,amphetamine
Serotonin Reuptake Inhibitor,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Dopamine-2 Receptor Antagonist,Serotonin Reuptake Inhibitor,1,CONTRAINDICATED,droperidol
Estrogen,Pyruvate Kinase Activator,1,MODERATE,estradiol
Benzodiazepine,Cholinergic Nicotinic Agonist,1,UNKNOWN,oxazepam
Central Nervous System Stimulant,Cholinergic Nicotinic Agonist,1,UNKNOWN,acetaminophen
Barbiturate,Cholinergic Nicotinic Agonist,1,UNKNOWN,caffeine
Cholinergic Nicotinic Agonist,Methylxanthine,1,UNKNOWN,theophylline
Nonsteroidal Anti-Inflammatory Drug,Slamf7-Directed Immunostimulatory Antibody,1,MODERATE,ibu
Corticosteroid,Slamf7-Directed Immunostimulatory Antibody,1,MODERATE,dexamethasone
Alpha-Adrenergic Agonist,Standardized Insect Allergenic Extract,1,MAJOR,epinephrine
Calculi Dissolution Agent,Cardiac Glycoside,1,MODERATE,digoxin
Antidiarrheal,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,UNKNOWN,zidovudine
Antidiarrheal,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,UNKNOWN,lamivudine
Alpha-1 Adrenergic Agonist,Alpha-Adrenergic Agonist,1,UNKNOWN,epinephrine
Alpha-1 Adrenergic Agonist,Central Alpha-2 Adrenergic Agonist,1,UNKNOWN,clonidine
Alpha-1 Adrenergic Agonist,Oxytocic,1,UNKNOWN,oxytocin
Cardiac Glycoside,Cxc Chemokine Receptor 4 Antagonist,1,CONTRAINDICATED,digoxin
Nonsteroidal Anti-Inflammatory Drug,Sulfonamide Antibacterial,1,UNKNOWN,indomethacin
Folate Analog Metabolic Inhibitor,Sulfonamide Antibacterial,1,UNKNOWN,methotrexate
Alkylating Drug,B Lymphocyte Stimulator-Specific Inhibitor,1,UNKNOWN,cyclophosphamide
B Lymphocyte Stimulator-Specific Inhibitor,Purine Antimetabolite,1,UNKNOWN,azathioprine
B Lymphocyte Stimulator-Specific Inhibitor,Folate Analog Metabolic Inhibitor,1,UNKNOWN,methotrexate
Androgen,Thrombopoietin Receptor Agonist,1,UNKNOWN,danazol
